Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Application_Date,Approval_Date,Loan_Status,Default_Status
L003349,C03706,B023,Home,165600,14.66,60,2024-04-24,2024-05-04,Approved,Current
L003350,C03023,B017,Personal,0,14.02,60,2025-11-09,2025-11-27,Rejected,Current
L003351,C04872,B025,Auto,0,10.88,36,2025-01-31,2025-02-19,Rejected,Current
L003352,C01017,B028,Auto,52200,12.8,36,2024-02-23,2024-03-06,Approved,Current
L003353,C00097,B010,Home,109800,11.23,60,2024-02-20,2024-03-02,Approved,Current
L003354,C00995,B019,Personal,33600,12.73,48,2024-06-12,2024-06-18,Approved,Current
L003355,C01555,B010,Personal,14000,10.27,48,2024-10-22,2024-10-28,Approved,Current
L003356,C01033,B018,Personal,13400,9.93,60,2024-10-24,2024-11-01,Approved,Current
L003357,C00083,B008,Home,0,14.7,48,2023-04-25,2023-05-05,Rejected,Current
L003358,C01536,B016,Business,0,15.47,48,2025-05-08,2025-05-10,Rejected,Current
L003359,C04526,B020,Business,43900,10.62,60,2023-06-29,2023-07-12,Approved,Current
L003360,C00513,B003,Home,278500,13.25,72,2024-10-09,2024-10-28,Approved,Current
L003361,C01923,B012,Business,88400,9.95,48,2024-09-02,2024-09-08,Approved,Current
L003362,C01698,B006,Education,0,11.87,36,2023-11-21,2023-11-25,Rejected,Current
L003363,C03486,B026,Auto,0,12.09,72,2023-07-09,2023-07-20,Rejected,Current
L003364,C02561,B017,Auto,12200,9.22,60,2025-08-18,2025-09-05,Approved,Current
L003365,C01915,B017,Education,57700,10.94,60,2024-12-28,2024-12-30,Approved,Current
L003366,C04754,B016,Home,526000,16.07,60,2024-11-02,2024-11-05,Approved,Current
L003367,C03977,B016,Personal,0,14.23,60,2025-04-02,2025-04-19,Rejected,Current
L003368,C00647,B023,Education,50500,13.18,60,2023-08-24,2023-09-02,Approved,Current
L003369,C00798,B023,Home,0,10.4,60,2025-01-10,2025-01-29,Rejected,Current
L003370,C00077,B026,Business,73100,13.67,84,2024-07-31,2024-08-18,Approved,Default
L003371,C02684,B008,Business,106800,12.67,36,2024-04-04,2024-04-10,Approved,Default
L003372,C00742,B023,Home,306800,12.64,36,2025-01-03,2025-01-07,Approved,Current
L003373,C01226,B016,Home,302600,12.34,36,2025-11-04,2025-11-21,Approved,Default
L003374,C04203,B021,Home,145400,11.99,60,2024-04-15,2024-05-04,Approved,Current
L003375,C00965,B026,Personal,0,14.55,48,2025-06-02,2025-06-13,Rejected,Current
L003376,C04782,B023,Personal,7900,11.76,72,2025-04-08,2025-04-26,Approved,Current
L003377,C00312,B018,Home,264100,10.84,36,2024-11-01,2024-11-17,Approved,Current
L003378,C02647,B023,Personal,14500,10.02,60,2023-09-08,2023-09-27,Approved,Current
L003379,C02732,B022,Home,156800,8.52,36,2024-11-13,2024-11-22,Approved,Current
L003380,C00633,B029,Personal,0,14.25,60,2023-10-06,2023-10-23,Rejected,Current
L003381,C04764,B024,Auto,0,13.19,48,2025-09-27,2025-10-13,Rejected,Current
L003382,C04695,B013,Business,0,15.78,84,2023-03-24,2023-03-30,Rejected,Current
L003383,C03682,B007,Auto,0,16.28,60,2025-05-26,2025-06-14,Rejected,Current
L003384,C00415,B012,Home,404100,11.9,60,2025-05-25,2025-05-29,Approved,Current
L003385,C03207,B023,Education,0,12.38,12,2023-08-10,2023-08-21,Rejected,Current
L003386,C01543,B022,Personal,13200,13.93,60,2024-10-09,2024-10-29,Approved,Current
L003387,C00772,B017,Home,162800,11.43,36,2024-02-02,2024-02-17,Approved,Current
L003388,C04480,B013,Personal,0,11.6,36,2023-05-11,2023-05-20,Rejected,Current
L003389,C02588,B006,Home,0,16.0,60,2023-07-25,2023-08-05,Rejected,Current
L003390,C00487,B016,Personal,7700,14.39,36,2025-10-16,2025-10-26,Approved,Current
L003391,C01780,B014,Personal,0,15.85,24,2025-05-30,2025-06-09,Rejected,Current
L003392,C00030,B007,Personal,13500,13.0,36,2025-07-27,2025-08-15,Approved,Default
L003393,C00130,B018,Home,206600,9.73,60,2023-06-18,2023-06-19,Approved,Current
L003394,C04215,B019,Home,190300,16.51,36,2023-06-04,2023-06-21,Approved,Current
L003395,C02375,B027,Auto,43500,12.38,48,2023-01-05,2023-01-24,Approved,Current
L003396,C03984,B007,Home,0,10.91,36,2024-11-13,2024-12-01,Rejected,Current
L003397,C03142,B007,Personal,23100,12.9,36,2025-10-30,2025-11-16,Approved,Current
L003398,C00208,B028,Business,81700,12.35,36,2024-07-28,2024-08-16,Approved,Current
L003399,C04187,B027,Home,0,15.97,36,2025-02-15,2025-02-18,Rejected,Current
L003400,C04216,B017,Personal,9400,8.12,36,2025-05-28,2025-06-10,Approved,Current
L003401,C00982,B002,Personal,22600,9.61,36,2025-11-18,2025-11-20,Approved,Current
L003402,C04303,B014,Business,194000,12.89,24,2023-08-01,2023-08-10,Approved,Current
L003403,C04502,B011,Auto,35500,11.92,48,2024-04-15,2024-04-28,Approved,Current
L003404,C02172,B009,Home,124700,12.2,36,2023-08-09,2023-08-10,Approved,Current
L003405,C00112,B007,Home,127700,12.55,84,2025-02-21,2025-03-03,Approved,Current
L003406,C04710,B003,Home,254000,13.27,60,2023-02-04,2023-02-07,Approved,Default
L003407,C01410,B023,Auto,43800,11.46,48,2023-03-02,2023-03-12,Approved,Current
L003408,C00706,B024,Business,115600,13.54,36,2025-04-05,2025-04-24,Approved,Current
L003409,C02780,B008,Auto,0,10.96,48,2025-08-16,2025-08-23,Rejected,Current
L003410,C04200,B018,Personal,20100,11.04,36,2024-09-03,2024-09-20,Approved,Current
L003411,C02601,B004,Personal,17400,9.89,72,2024-12-15,2024-12-27,Approved,Current
L003412,C02616,B025,Personal,14600,14.91,36,2024-11-30,2024-12-08,Approved,Current
L003413,C04858,B013,Auto,48500,11.24,36,2024-02-08,2024-02-26,Approved,Default
L003414,C02975,B016,Personal,0,13.62,60,2024-03-23,2024-03-26,Rejected,Current
L003415,C00848,B029,Home,376200,9.61,72,2024-10-15,2024-10-19,Approved,Current
L003416,C02944,B027,Auto,59100,9.97,60,2023-05-21,2023-05-29,Approved,Current
L003417,C03221,B021,Home,0,14.53,24,2023-09-14,2023-09-19,Rejected,Current
L003418,C00169,B025,Auto,44400,13.31,72,2024-05-17,2024-05-28,Approved,Current
L003419,C00985,B005,Auto,0,12.98,60,2024-01-05,2024-01-07,Rejected,Current
L003420,C01108,B001,Home,177300,11.92,36,2024-11-04,2024-11-23,Approved,Current
L003421,C02568,B030,Business,114700,11.17,12,2025-12-11,2025-12-14,Approved,Current
L003422,C00107,B014,Auto,13400,15.08,60,2023-11-22,2023-12-04,Approved,Default
L003423,C04981,B005,Home,234300,11.2,36,2023-10-10,2023-10-17,Approved,Current
L003424,C02706,B014,Business,56100,10.44,48,2024-01-15,2024-01-21,Approved,Current
L003425,C02079,B020,Auto,20100,12.34,24,2025-05-31,2025-06-08,Approved,Current
L003426,C03619,B011,Business,71000,12.21,48,2025-10-29,2025-11-03,Approved,Current
L003427,C04343,B001,Auto,31500,15.2,12,2024-08-13,2024-08-26,Approved,Current
L003428,C02974,B004,Home,89100,12.26,48,2024-10-24,2024-11-06,Approved,Current
L003429,C01554,B019,Home,296300,9.2,60,2025-04-06,2025-04-07,Approved,Current
L003430,C02003,B007,Auto,35300,11.52,48,2023-10-05,2023-10-19,Approved,Current
L003431,C00498,B012,Personal,51900,11.83,72,2024-02-11,2024-02-15,Approved,Current
L003432,C04950,B013,Business,0,10.52,48,2023-03-25,2023-04-14,Rejected,Current
L003433,C04400,B025,Home,253200,9.54,60,2024-03-11,2024-03-12,Approved,Current
L003434,C01422,B018,Auto,0,11.06,36,2023-05-25,2023-06-08,Rejected,Current
L003435,C03475,B004,Home,96600,11.42,36,2025-01-14,2025-02-02,Approved,Current
L003436,C04412,B010,Home,260100,12.02,36,2023-05-31,2023-06-19,Approved,Current
L003437,C04374,B024,Auto,17500,10.9,24,2024-07-02,2024-07-05,Approved,Current
L003438,C00542,B009,Auto,45500,11.14,36,2025-04-15,2025-05-05,Approved,Current
L003439,C00789,B021,Personal,46000,9.56,36,2023-07-20,2023-07-31,Approved,Current
L003440,C00356,B024,Personal,0,13.53,36,2024-05-23,2024-06-01,Rejected,Current
L003441,C03975,B015,Business,0,10.93,48,2023-12-28,2024-01-16,Rejected,Current
L003442,C01227,B015,Business,110200,10.48,48,2024-06-13,2024-06-15,Approved,Current
L003443,C00250,B014,Personal,0,13.39,60,2023-06-12,2023-06-25,Rejected,Current
L003444,C04199,B013,Home,173700,9.89,36,2023-10-06,2023-10-09,Approved,Current
L003445,C03396,B022,Personal,13200,11.59,60,2023-12-17,2023-12-28,Approved,Current
L003446,C03970,B002,Education,13600,12.76,72,2023-07-31,2023-08-14,Approved,Current
L003447,C00532,B023,Personal,18400,11.54,48,2025-04-23,2025-05-08,Approved,Current
L003448,C00559,B027,Personal,33100,13.37,48,2024-05-22,2024-05-27,Approved,Current
L003449,C01620,B010,Personal,8900,8.61,60,2024-04-29,2024-05-06,Approved,Current
L003450,C01292,B002,Auto,69100,12.63,48,2025-08-02,2025-08-04,Approved,Current
L003451,C03125,B010,Business,0,13.22,24,2025-10-14,2025-10-20,Rejected,Current
L003452,C04881,B007,Home,230100,12.12,36,2025-01-24,2025-02-04,Approved,Current
L003453,C04114,B010,Personal,0,11.92,12,2024-12-08,2024-12-10,Rejected,Current
L003454,C01128,B007,Auto,28900,11.41,60,2024-06-10,2024-06-23,Approved,Current
L003455,C04248,B001,Personal,18400,10.6,36,2025-06-08,2025-06-09,Approved,Current
L003456,C03912,B009,Personal,13900,12.28,60,2024-04-03,2024-04-06,Approved,Current
L003457,C04969,B010,Business,96700,14.87,60,2025-04-03,2025-04-23,Approved,Current
L003458,C01108,B026,Business,102600,8.1,60,2025-11-03,2025-11-05,Approved,Current
L003459,C04645,B015,Education,78800,8.88,72,2024-11-08,2024-11-27,Approved,Current
L003460,C01688,B013,Home,252500,10.03,48,2024-09-07,2024-09-16,Approved,Current
L003461,C04472,B028,Personal,16000,12.11,24,2023-01-04,2023-01-22,Approved,Current
L003462,C04304,B025,Business,0,12.31,72,2024-10-20,2024-10-21,Rejected,Current
L003463,C04556,B022,Personal,12200,12.75,84,2023-07-09,2023-07-29,Approved,Current
L003464,C03476,B023,Personal,13300,10.92,36,2025-08-25,2025-09-08,Approved,Current
L003465,C02578,B003,Personal,29700,15.72,60,2023-05-08,2023-05-22,Approved,Current
L003466,C02533,B014,Education,0,13.59,12,2024-03-31,2024-04-18,Rejected,Current
L003467,C04218,B011,Auto,22800,13.41,12,2023-03-19,2023-04-01,Approved,Current
L003468,C02030,B024,Personal,13000,10.17,60,2024-03-09,2024-03-13,Approved,Current
L003469,C01144,B019,Personal,12100,11.46,36,2024-09-17,2024-10-05,Approved,Current
L003470,C04347,B028,Business,0,12.52,72,2023-07-31,2023-08-19,Rejected,Current
L003471,C04992,B022,Business,102800,14.21,48,2023-07-12,2023-07-16,Approved,Default
L003472,C03744,B030,Auto,27400,10.14,60,2023-08-15,2023-08-21,Approved,Current
L003473,C03591,B008,Personal,18300,10.1,24,2023-12-06,2023-12-18,Approved,Current
L003474,C03799,B014,Home,208500,12.01,72,2025-10-06,2025-10-15,Approved,Current
L003475,C01748,B013,Auto,0,14.28,24,2024-11-09,2024-11-22,Rejected,Current
L003476,C04820,B016,Education,13000,13.63,48,2024-02-17,2024-03-02,Approved,Current
L003477,C00218,B028,Personal,37600,13.48,60,2023-07-05,2023-07-20,Approved,Current
L003478,C02811,B002,Home,0,16.35,12,2023-11-19,2023-12-03,Rejected,Current
L003479,C03416,B024,Personal,22200,9.78,84,2025-04-18,2025-05-06,Approved,Current
L003480,C01717,B005,Home,0,10.5,36,2024-08-11,2024-08-13,Rejected,Current
L003481,C04700,B021,Personal,51600,14.81,60,2024-05-23,2024-05-26,Approved,Current
L003482,C00290,B008,Business,70800,10.85,60,2023-03-16,2023-04-03,Approved,Current
L003483,C04698,B002,Personal,0,10.42,12,2023-12-06,2023-12-25,Rejected,Current
L003484,C03269,B011,Home,266200,10.08,72,2023-11-15,2023-12-03,Approved,Current
L003485,C02744,B019,Home,0,14.72,36,2023-08-27,2023-09-11,Rejected,Current
L003486,C00610,B009,Business,97000,10.6,36,2024-05-24,2024-05-30,Approved,Current
L003487,C02354,B027,Business,0,14.83,12,2025-03-05,2025-03-09,Rejected,Current
L003488,C00536,B028,Personal,0,14.05,36,2024-03-29,2024-04-08,Rejected,Current
L003489,C03292,B013,Personal,0,12.89,60,2024-12-25,2025-01-06,Rejected,Current
L003490,C03758,B030,Auto,61900,12.04,36,2025-09-04,2025-09-09,Approved,Current
L003491,C00757,B009,Home,122700,12.26,48,2025-06-15,2025-07-05,Approved,Current
L003492,C03850,B009,Personal,26500,11.99,60,2023-08-30,2023-09-04,Approved,Current
L003493,C00354,B019,Business,65800,12.09,84,2023-03-17,2023-04-02,Approved,Current
L003494,C04831,B017,Personal,0,13.18,60,2023-12-14,2024-01-01,Rejected,Current
L003495,C03892,B016,Education,16000,12.65,24,2025-07-08,2025-07-23,Approved,Current
L003496,C04331,B023,Personal,17800,13.02,36,2023-05-22,2023-05-30,Approved,Current
L003497,C00306,B001,Personal,37200,12.25,48,2025-06-28,2025-06-29,Approved,Current
L003498,C02996,B010,Home,197100,10.45,72,2025-02-12,2025-02-21,Approved,Current
L003499,C03709,B006,Home,354600,11.09,48,2023-04-23,2023-05-05,Approved,Current
L003500,C02215,B003,Personal,17700,13.64,48,2024-05-07,2024-05-08,Approved,Current
L003501,C04149,B019,Auto,0,14.46,36,2023-12-16,2023-12-21,Rejected,Current
L003502,C01210,B029,Home,203400,10.97,48,2025-02-03,2025-02-12,Approved,Current
L003503,C00276,B015,Personal,25300,12.91,36,2025-03-01,2025-03-02,Approved,Current
L003504,C00147,B028,Business,0,12.26,48,2025-11-08,2025-11-22,Rejected,Current
L003505,C03549,B023,Education,0,15.22,60,2023-08-05,2023-08-22,Rejected,Current
L003506,C04726,B017,Auto,0,14.7,72,2024-10-03,2024-10-06,Rejected,Current
L003507,C01954,B008,Business,49400,10.46,60,2024-12-14,2024-12-30,Approved,Current
L003508,C00852,B025,Personal,24200,10.49,60,2024-02-15,2024-02-23,Approved,Current
L003509,C04524,B022,Personal,0,13.77,36,2024-05-25,2024-06-13,Rejected,Current
L003510,C00488,B024,Home,208400,11.73,60,2023-04-18,2023-05-03,Approved,Current
L003511,C01554,B006,Education,0,12.06,36,2023-04-15,2023-04-17,Rejected,Current
L003512,C01762,B020,Home,127900,10.86,12,2023-10-16,2023-10-22,Approved,Current
L003513,C03184,B030,Personal,0,10.75,72,2024-12-23,2025-01-02,Rejected,Current
L003514,C00584,B012,Home,0,10.94,12,2024-09-22,2024-10-05,Rejected,Current
L003515,C04712,B001,Personal,17300,15.77,24,2023-10-17,2023-11-01,Approved,Current
L003516,C04311,B004,Personal,23600,9.29,12,2023-01-20,2023-01-31,Approved,Current
L003517,C04606,B007,Home,320600,14.7,12,2023-11-14,2023-11-23,Approved,Current
L003518,C00511,B030,Home,223600,12.15,12,2023-01-02,2023-01-16,Approved,Current
L003519,C04122,B002,Personal,29500,10.99,60,2023-08-04,2023-08-07,Approved,Current
L003520,C03814,B024,Personal,15500,11.84,72,2023-09-10,2023-09-30,Approved,Current
L003521,C02241,B028,Auto,196100,11.27,60,2023-08-11,2023-08-27,Approved,Current
L003522,C02151,B011,Auto,43400,11.14,60,2024-09-21,2024-09-29,Approved,Current
L003523,C03203,B009,Home,269500,12.78,60,2023-03-09,2023-03-20,Approved,Current
L003524,C00343,B001,Auto,84100,7.29,48,2023-08-14,2023-08-16,Approved,Current
L003525,C01424,B012,Personal,0,12.46,72,2023-12-05,2023-12-10,Rejected,Current
L003526,C03868,B030,Personal,12600,10.23,48,2024-01-03,2024-01-15,Approved,Current
L003527,C04396,B008,Business,194900,13.5,12,2024-10-21,2024-10-30,Approved,Current
L003528,C00146,B013,Home,392000,13.5,60,2025-10-19,2025-10-30,Approved,Current
L003529,C02818,B030,Home,201300,10.24,60,2023-12-25,2024-01-10,Approved,Current
L003530,C04558,B026,Education,73700,14.82,36,2024-02-17,2024-02-27,Approved,Default
L003531,C00916,B019,Home,176700,8.98,36,2024-02-03,2024-02-14,Approved,Current
L003532,C04920,B020,Personal,0,14.52,60,2025-09-06,2025-09-07,Rejected,Current
L003533,C01912,B006,Education,64400,9.82,48,2024-06-27,2024-06-28,Approved,Current
L003534,C03702,B021,Personal,19000,14.26,72,2024-10-14,2024-10-15,Approved,Current
L003535,C01340,B004,Auto,41100,13.71,48,2024-06-11,2024-07-01,Approved,Current
L003536,C02247,B022,Home,325300,13.94,60,2023-09-06,2023-09-21,Approved,Current
L003537,C03918,B023,Home,151300,9.59,36,2023-07-03,2023-07-12,Approved,Current
L003538,C02952,B025,Home,0,11.71,72,2023-02-22,2023-02-28,Rejected,Current
L003539,C00498,B011,Home,385100,13.05,36,2023-03-23,2023-04-11,Approved,Current
L003540,C02949,B012,Business,112500,13.23,48,2024-12-19,2024-12-27,Approved,Current
L003541,C00791,B009,Education,0,13.45,60,2024-12-14,2024-12-31,Rejected,Current
L003542,C04201,B002,Personal,19000,13.61,36,2024-07-24,2024-08-05,Approved,Current
L003543,C00010,B025,Business,0,16.05,36,2025-05-16,2025-05-18,Rejected,Current
L003544,C03099,B030,Personal,7600,11.66,48,2025-11-14,2025-11-22,Approved,Current
L003545,C02817,B012,Personal,26700,13.81,36,2024-08-08,2024-08-09,Approved,Default
L003546,C00327,B016,Education,35100,12.66,24,2025-10-23,2025-11-05,Approved,Current
L003547,C03567,B016,Home,459700,9.93,60,2025-05-03,2025-05-14,Approved,Current
L003548,C00883,B004,Personal,0,13.0,36,2024-09-05,2024-09-24,Rejected,Current
L003549,C01672,B018,Auto,68200,12.55,36,2023-07-13,2023-07-15,Approved,Current
L003550,C00738,B008,Personal,17600,13.59,48,2025-05-21,2025-06-10,Approved,Current
L003551,C02175,B004,Home,199700,10.46,60,2025-04-09,2025-04-27,Approved,Current
L003552,C00924,B013,Auto,37300,13.12,24,2024-11-23,2024-11-27,Approved,Current
L003553,C04267,B018,Business,300400,10.57,60,2025-09-18,2025-09-25,Approved,Current
L003554,C04483,B030,Personal,9100,9.47,36,2024-10-14,2024-10-19,Approved,Current
L003555,C02825,B003,Personal,0,16.07,72,2024-04-29,2024-05-08,Rejected,Current
L003556,C01154,B025,Personal,18400,11.09,60,2025-11-18,2025-12-01,Approved,Current
L003557,C02071,B027,Personal,17700,12.95,24,2023-04-15,2023-05-03,Approved,Current
L003558,C04601,B006,Education,38600,11.24,36,2025-11-14,2025-11-29,Approved,Current
L003559,C00921,B026,Education,51400,10.5,12,2024-05-08,2024-05-26,Approved,Current
L003560,C03483,B029,Auto,42900,12.29,60,2023-04-09,2023-04-10,Approved,Current
L003561,C01444,B010,Auto,63100,11.85,36,2024-08-06,2024-08-10,Approved,Current
L003562,C04508,B005,Business,0,16.17,12,2023-07-18,2023-07-31,Rejected,Current
L003563,C02802,B015,Personal,17500,12.31,12,2025-08-13,2025-08-27,Approved,Current
L003564,C01776,B012,Personal,10400,10.9,84,2024-11-27,2024-12-05,Approved,Current
L003565,C00029,B007,Home,550600,12.02,72,2024-03-11,2024-03-16,Approved,Current
L003566,C02293,B016,Business,85700,10.22,36,2025-10-24,2025-11-13,Approved,Default
L003567,C03704,B002,Home,0,14.42,48,2023-06-24,2023-07-01,Rejected,Current
L003568,C00826,B011,Home,258300,12.37,48,2023-12-07,2023-12-16,Approved,Default
L003569,C03742,B025,Personal,33100,9.3,48,2025-10-18,2025-10-24,Approved,Current
L003570,C00139,B010,Auto,0,13.84,36,2023-06-19,2023-07-01,Rejected,Current
L003571,C04453,B015,Business,182500,10.96,36,2024-11-18,2024-11-29,Approved,Current
L003572,C02260,B025,Home,156600,12.7,24,2025-01-09,2025-01-24,Approved,Current
L003573,C01163,B026,Auto,70300,11.15,12,2024-12-01,2024-12-18,Approved,Current
L003574,C03440,B026,Home,137400,12.27,24,2024-03-21,2024-03-24,Approved,Current
L003575,C02534,B024,Business,142400,12.88,12,2025-08-08,2025-08-25,Approved,Default
L003576,C01360,B018,Home,0,14.52,48,2025-07-21,2025-07-29,Rejected,Current
L003577,C02226,B006,Home,99600,10.86,60,2025-09-24,2025-10-06,Approved,Current
L003578,C02561,B020,Home,84900,11.69,24,2024-07-24,2024-08-06,Approved,Current
L003579,C03673,B019,Personal,12000,8.98,48,2025-08-19,2025-08-31,Approved,Current
L003580,C02161,B028,Business,0,15.99,36,2023-10-25,2023-10-30,Rejected,Current
L003581,C00283,B003,Education,9600,12.57,24,2024-05-24,2024-05-25,Approved,Current
L003582,C01140,B030,Home,0,14.41,24,2023-06-08,2023-06-25,Rejected,Current
L003583,C01798,B025,Personal,20600,12.4,60,2025-02-25,2025-03-02,Approved,Current
L003584,C04137,B004,Auto,12700,14.06,24,2024-09-25,2024-10-03,Approved,Current
L003585,C02980,B008,Home,119400,14.32,48,2025-09-01,2025-09-03,Approved,Current
L003586,C01191,B001,Personal,0,13.41,24,2024-11-23,2024-11-28,Rejected,Current
L003587,C01245,B010,Personal,18500,11.74,72,2023-05-06,2023-05-20,Approved,Current
L003588,C04409,B012,Business,0,9.59,12,2024-03-24,2024-03-26,Rejected,Current
L003589,C01931,B020,Business,171600,10.74,36,2024-09-25,2024-10-07,Approved,Current
L003590,C02519,B024,Business,0,13.17,60,2023-01-10,2023-01-24,Rejected,Current
L003591,C00048,B008,Home,0,13.97,60,2025-10-15,2025-10-20,Rejected,Current
L003592,C00134,B016,Business,40300,13.41,24,2025-11-06,2025-11-24,Approved,Current
L003593,C03047,B026,Auto,0,14.0,24,2024-12-15,2025-01-02,Rejected,Current
L003594,C02365,B021,Home,0,12.82,48,2025-08-29,2025-09-14,Rejected,Current
L003595,C03510,B007,Business,93100,13.4,60,2025-10-23,2025-10-28,Approved,Current
L003596,C03507,B025,Education,0,13.34,60,2025-07-06,2025-07-08,Rejected,Current
L003597,C02134,B019,Business,73100,9.32,60,2025-04-03,2025-04-21,Approved,Current
L003598,C04095,B003,Business,74000,9.09,60,2025-03-04,2025-03-07,Approved,Current
L003599,C02538,B011,Auto,21800,11.59,48,2023-06-27,2023-07-06,Approved,Current
L003600,C02472,B008,Auto,24100,15.17,48,2024-08-21,2024-08-27,Approved,Current
L003601,C02435,B020,Business,209300,12.33,48,2025-09-02,2025-09-20,Approved,Current
L003602,C04336,B003,Home,246000,10.56,60,2023-11-13,2023-11-14,Approved,Current
L003603,C03523,B011,Personal,0,12.72,24,2023-09-10,2023-09-28,Rejected,Current
L003604,C02306,B026,Business,0,13.91,36,2023-01-03,2023-01-05,Rejected,Current
L003605,C04140,B025,Education,46500,10.37,60,2023-02-20,2023-03-09,Approved,Current
L003606,C01811,B012,Home,405000,11.29,60,2025-04-01,2025-04-13,Approved,Current
L003607,C00664,B010,Business,131300,15.47,60,2024-10-28,2024-10-30,Approved,Current
L003608,C03055,B010,Personal,20100,13.05,24,2025-02-18,2025-02-19,Approved,Default
L003609,C04850,B014,Education,0,11.84,48,2024-02-29,2024-03-10,Rejected,Current
L003610,C04201,B012,Auto,20300,11.55,48,2023-04-30,2023-05-02,Approved,Current
L003611,C03493,B010,Auto,52000,13.64,60,2024-08-23,2024-08-28,Approved,Current
L003612,C00954,B008,Business,0,12.25,48,2024-09-09,2024-09-26,Rejected,Current
L003613,C01674,B013,Business,45000,12.84,48,2024-02-21,2024-02-22,Approved,Current
L003614,C01343,B022,Business,30000,11.37,36,2024-06-26,2024-07-10,Approved,Current
L003615,C03492,B020,Education,91200,12.71,60,2023-06-13,2023-06-19,Approved,Current
L003616,C02743,B015,Personal,10500,14.05,72,2023-05-14,2023-05-25,Approved,Current
L003617,C02105,B017,Personal,12300,14.97,48,2024-09-26,2024-10-03,Approved,Current
L003618,C00240,B014,Business,0,10.47,48,2025-08-13,2025-09-02,Rejected,Current
L003619,C02625,B030,Education,14400,11.85,36,2023-03-13,2023-04-02,Approved,Current
L003620,C03050,B008,Home,0,13.84,36,2023-12-25,2024-01-03,Rejected,Current
L003621,C02110,B020,Personal,49000,12.57,48,2024-07-02,2024-07-05,Approved,Current
L003622,C04248,B002,Home,591700,9.73,24,2023-04-11,2023-04-17,Approved,Current
L003623,C04226,B006,Home,144600,13.31,48,2023-01-30,2023-02-08,Approved,Current
L003624,C01464,B014,Business,94400,10.69,48,2024-12-19,2024-12-25,Approved,Current
L003625,C00400,B026,Personal,14500,12.22,60,2025-09-21,2025-10-01,Approved,Current
L003626,C02722,B001,Personal,17800,12.8,36,2024-06-04,2024-06-12,Approved,Current
L003627,C01938,B023,Business,194000,11.35,60,2025-04-16,2025-05-06,Approved,Current
L003628,C04637,B025,Personal,0,16.79,12,2023-09-06,2023-09-22,Rejected,Current
L003629,C00182,B006,Business,135700,12.62,48,2024-05-26,2024-06-02,Approved,Current
L003630,C01075,B005,Home,166100,13.81,60,2023-04-22,2023-05-10,Approved,Current
L003631,C02574,B028,Auto,67900,12.77,60,2025-11-07,2025-11-25,Approved,Current
L003632,C02398,B003,Personal,37100,11.73,72,2025-06-19,2025-07-04,Approved,Current
L003633,C01082,B026,Personal,14400,9.52,24,2024-12-07,2024-12-13,Approved,Current
L003634,C00419,B007,Home,0,12.54,60,2023-07-18,2023-07-23,Rejected,Current
L003635,C01161,B027,Business,155200,16.39,48,2024-06-27,2024-07-15,Approved,Current
L003636,C00640,B002,Auto,55000,13.67,36,2023-08-11,2023-08-19,Approved,Current
L003637,C02085,B017,Personal,0,13.14,36,2023-03-29,2023-04-01,Rejected,Current
L003638,C04590,B027,Business,155000,14.22,24,2025-08-22,2025-09-07,Approved,Current
L003639,C00359,B016,Personal,44500,13.17,60,2023-11-24,2023-12-11,Approved,Current
L003640,C01804,B002,Education,32200,12.18,60,2025-04-01,2025-04-18,Approved,Current
L003641,C00539,B020,Personal,30400,13.48,24,2023-04-13,2023-04-25,Approved,Current
L003642,C04440,B012,Home,373800,8.58,48,2025-09-24,2025-10-01,Approved,Current
L003643,C02219,B020,Personal,0,13.68,24,2023-10-25,2023-10-31,Rejected,Current
L003644,C01714,B016,Auto,0,10.99,36,2024-11-05,2024-11-07,Rejected,Current
L003645,C00866,B018,Home,186300,11.58,12,2025-06-05,2025-06-10,Approved,Current
L003646,C02068,B030,Home,179800,8.65,60,2023-07-08,2023-07-10,Approved,Current
L003647,C02351,B016,Personal,12500,13.97,12,2024-01-06,2024-01-09,Approved,Current
L003648,C00776,B020,Business,104500,12.18,36,2025-04-07,2025-04-12,Approved,Current
L003649,C03269,B005,Business,268200,9.23,36,2023-09-07,2023-09-24,Approved,Current
L003650,C04672,B024,Auto,19500,10.53,60,2023-08-14,2023-09-02,Approved,Current
L003651,C03628,B021,Auto,44900,14.97,48,2023-05-04,2023-05-14,Approved,Current
L003652,C01036,B017,Auto,0,13.29,48,2023-11-01,2023-11-13,Rejected,Current
L003653,C00361,B011,Personal,40500,13.62,36,2025-03-01,2025-03-19,Approved,Default
L003654,C02820,B014,Education,69900,10.42,48,2025-03-13,2025-04-01,Approved,Current
L003655,C00296,B010,Personal,0,15.34,24,2024-02-02,2024-02-15,Rejected,Current
L003656,C01427,B023,Auto,23300,11.55,84,2023-01-03,2023-01-11,Approved,Current
L003657,C03510,B024,Auto,0,14.15,48,2023-11-27,2023-11-30,Rejected,Current
L003658,C02817,B014,Auto,24500,11.73,72,2023-01-10,2023-01-22,Approved,Current
L003659,C02866,B012,Business,76300,9.76,24,2024-08-01,2024-08-05,Approved,Current
L003660,C00693,B004,Personal,0,13.02,48,2024-11-11,2024-11-25,Rejected,Current
