Customer_ID,Age,Gender,Income,Employment_Status,Credit_Score,City,State,Customer_Segment
C02716,45,Female,76400,Part-Time,615,Orlando,Illinois,High Risk
C02717,30,Male,22000,Full-Time,626,Augusta,Arizona,High Risk
C02718,41,Male,51300,Retired,787,Richmond,New York,Low Risk
C02719,66,Male,47500,Full-Time,693,Dallas,Georgia,Medium Risk
C02720,59,Female,42300,Full-Time,622,Tempe,Texas,High Risk
C02721,47,Female,53900,Part-Time,704,Irving,Georgia,Medium Risk
C02722,47,Male,39200,Full-Time,580,Savannah,Arizona,Very High Risk
C02723,22,Female,71600,Self-Employed,719,New York,California,Medium Risk
C02724,61,Female,91800,Full-Time,773,Aurora,Georgia,Low Risk
C02725,33,Female,88300,Retired,740,San Diego,Arizona,Medium Risk
C02726,29,Male,61100,Part-Time,850,Irving,Georgia,Low Risk
C02727,56,Male,159800,Self-Employed,545,San Jose,Arizona,Very High Risk
C02728,42,Female,108600,Full-Time,700,Savannah,Texas,Medium Risk
C02729,62,Female,62100,Full-Time,589,Buffalo,Georgia,Very High Risk
C02730,46,Male,52300,Self-Employed,677,Mesa,Virginia,High Risk
C02731,32,Male,118700,Part-Time,690,Irving,New York,Medium Risk
C02732,37,Female,102300,Full-Time,850,Jacksonville,Texas,Low Risk
C02733,34,Female,34500,Full-Time,686,Naperville,Florida,Medium Risk
C02734,34,Female,106000,Full-Time,684,Plano,Florida,Medium Risk
C02735,54,Male,60600,Part-Time,765,Irving,Georgia,Low Risk
C02736,40,Male,44100,Full-Time,686,Richmond,Georgia,Medium Risk
C02737,31,Male,26700,Full-Time,827,Richmond,New York,Low Risk
C02738,36,Male,57600,Full-Time,740,Irving,Virginia,Medium Risk
C02739,51,Male,64600,Full-Time,752,Los Angeles,Arizona,Low Risk
C02740,26,Female,132800,Full-Time,550,Rochester,Virginia,Very High Risk
C02741,39,Male,100000,Retired,839,Plano,Arizona,Low Risk
C02742,57,Female,50000,Full-Time,641,Irving,Illinois,High Risk
C02743,24,Male,77400,Unemployed,689,Buffalo,Texas,Medium Risk
C02744,67,Male,94300,Full-Time,641,Dallas,New York,High Risk
C02745,24,Male,67600,Full-Time,613,Naperville,Georgia,High Risk
C02746,40,Male,49900,Full-Time,600,Austin,Virginia,High Risk
C02747,30,Female,51200,Part-Time,698,Naperville,Virginia,Medium Risk
C02748,44,Male,77300,Part-Time,542,Buffalo,Virginia,Very High Risk
C02749,55,Male,78300,Full-Time,672,Austin,Georgia,High Risk
C02750,46,Male,57000,Full-Time,769,San Jose,Virginia,Low Risk
C02751,57,Male,22000,Unemployed,737,Buffalo,Georgia,Medium Risk
C02752,58,Female,36400,Retired,722,Dallas,Virginia,Medium Risk
C02753,41,Male,85900,Full-Time,623,Los Angeles,Georgia,High Risk
C02754,60,Female,24900,Part-Time,571,Augusta,California,Very High Risk
C02755,59,Female,110700,Full-Time,768,Chicago,Georgia,Low Risk
C02756,41,Male,103600,Full-Time,656,Rochester,Georgia,High Risk
C02757,30,Male,66200,Full-Time,684,Jacksonville,California,Medium Risk
C02758,58,Female,85100,Full-Time,675,Dallas,Illinois,High Risk
C02759,66,Female,82500,Self-Employed,740,Austin,Arizona,Medium Risk
C02760,24,Male,61700,Full-Time,828,Tempe,Florida,Low Risk
C02761,65,Male,35000,Part-Time,800,Los Angeles,Georgia,Low Risk
C02762,40,Male,100500,Unemployed,515,Atlanta,Arizona,Very High Risk
C02763,37,Male,122400,Full-Time,667,Savannah,Georgia,High Risk
C02764,27,Male,37700,Full-Time,589,Richmond,New York,Very High Risk
C02765,24,Male,34400,Self-Employed,760,Austin,Texas,Low Risk
C02766,49,Male,61100,Full-Time,690,Buffalo,New York,Medium Risk
C02767,34,Male,49000,Full-Time,735,Buffalo,Virginia,Medium Risk
C02768,23,Male,69400,Full-Time,660,Orlando,Georgia,High Risk
C02769,44,Female,111900,Full-Time,612,Arlington,Virginia,High Risk
C02770,57,Female,23700,Unemployed,625,Augusta,Illinois,High Risk
C02771,36,Female,132400,Part-Time,575,Los Angeles,New York,Very High Risk
C02772,24,Male,54100,Full-Time,595,Los Angeles,Illinois,Very High Risk
C02773,44,Female,81800,Full-Time,579,Fresno,Illinois,Very High Risk
C02774,54,Male,85900,Retired,612,New York,Georgia,High Risk
C02775,50,Female,90500,Full-Time,608,Richmond,Illinois,High Risk
C02776,38,Male,66800,Full-Time,720,Orlando,New York,Medium Risk
C02777,39,Male,74200,Retired,717,Tempe,California,Medium Risk
C02778,51,Female,74000,Retired,719,Los Angeles,Texas,Medium Risk
C02779,39,Female,48900,Full-Time,778,Aurora,Illinois,Low Risk
C02780,66,Female,29500,Full-Time,684,Atlanta,Arizona,Medium Risk
C02781,39,Male,37600,Full-Time,631,Buffalo,Georgia,High Risk
C02782,42,Male,62000,Full-Time,850,Augusta,Florida,Low Risk
C02783,44,Male,45600,Part-Time,758,Fresno,Illinois,Low Risk
C02784,65,Female,45700,Full-Time,701,Orlando,Arizona,Medium Risk
C02785,32,Female,146100,Full-Time,696,Plano,Virginia,Medium Risk
C02786,50,Female,95700,Full-Time,712,Los Angeles,New York,Medium Risk
C02787,58,Male,58000,Retired,675,Richmond,Illinois,High Risk
C02788,51,Female,88000,Full-Time,700,Arlington,Florida,Medium Risk
C02789,56,Male,53800,Full-Time,727,Richmond,Arizona,Medium Risk
C02790,39,Male,68300,Retired,636,Richmond,California,High Risk
C02791,65,Male,79300,Full-Time,567,Phoenix,New York,Very High Risk
C02792,56,Male,53900,Full-Time,534,New York,New York,Very High Risk
C02793,50,Male,47800,Full-Time,757,New York,Georgia,Low Risk
C02794,53,Male,112700,Full-Time,571,Tempe,New York,Very High Risk
C02795,38,Male,85700,Full-Time,725,Jacksonville,Florida,Medium Risk
C02796,48,Male,23600,Full-Time,603,Mesa,Arizona,High Risk
C02797,67,Male,48100,Full-Time,605,Irving,New York,High Risk
C02798,31,Male,45700,Full-Time,636,Fresno,California,High Risk
C02799,65,Male,49100,Full-Time,705,Mesa,Texas,Medium Risk
C02800,53,Female,95800,Full-Time,593,Orlando,Texas,Very High Risk
C02801,37,Female,65600,Full-Time,644,San Diego,Illinois,High Risk
C02802,26,Male,34800,Full-Time,688,Plano,Texas,Medium Risk
C02803,24,Female,54700,Retired,599,Tempe,Florida,Very High Risk
C02804,40,Female,82900,Full-Time,797,Tampa,Texas,Low Risk
C02805,67,Male,58900,Full-Time,561,Irving,Florida,Very High Risk
C02806,47,Male,48600,Part-Time,674,Arlington,Florida,High Risk
C02807,35,Female,75400,Full-Time,785,Tempe,Illinois,Low Risk
C02808,26,Female,134600,Self-Employed,591,Plano,Texas,Very High Risk
C02809,67,Female,80000,Self-Employed,682,New York,Illinois,Medium Risk
C02810,34,Female,116700,Part-Time,700,San Diego,New York,Medium Risk
C02811,31,Male,50100,Self-Employed,629,Irving,Virginia,High Risk
C02812,59,Male,64800,Full-Time,684,Houston,California,Medium Risk
C02813,29,Male,64200,Self-Employed,732,Miami,Arizona,Medium Risk
C02814,46,Male,68600,Full-Time,655,Rochester,Texas,High Risk
C02815,36,Male,79300,Full-Time,747,Los Angeles,New York,Medium Risk
C02816,25,Male,43000,Retired,719,Savannah,Georgia,Medium Risk
C02817,30,Male,87000,Full-Time,646,Los Angeles,Arizona,High Risk
C02818,23,Male,31200,Retired,775,Fresno,Arizona,Low Risk
C02819,33,Male,35600,Full-Time,634,Dallas,Arizona,High Risk
C02820,63,Male,169900,Full-Time,754,Rochester,New York,Low Risk
C02821,50,Male,51700,Full-Time,636,Arlington,Illinois,High Risk
C02822,65,Male,90300,Part-Time,666,Chicago,Illinois,High Risk
C02823,26,Female,139600,Full-Time,678,Jacksonville,Arizona,High Risk
C02824,37,Female,22900,Full-Time,715,Los Angeles,Arizona,Medium Risk
C02825,65,Male,107900,Full-Time,509,Plano,California,Very High Risk
C02826,39,Male,87000,Self-Employed,724,San Jose,California,Medium Risk
C02827,62,Female,136000,Full-Time,682,Phoenix,Arizona,Medium Risk
C02828,55,Male,38200,Self-Employed,711,Augusta,California,Medium Risk
C02829,66,Female,124900,Full-Time,728,Houston,Virginia,Medium Risk
C02830,46,Male,46600,Full-Time,720,Fresno,Arizona,Medium Risk
C02831,25,Female,104500,Full-Time,539,Phoenix,California,Very High Risk
C02832,49,Female,64000,Retired,610,San Diego,Arizona,High Risk
C02833,57,Female,91900,Full-Time,715,Savannah,Illinois,Medium Risk
C02834,40,Male,66400,Full-Time,705,Dallas,Virginia,Medium Risk
C02835,41,Female,28400,Self-Employed,631,New York,Florida,High Risk
C02836,30,Female,22000,Full-Time,745,Plano,Illinois,Medium Risk
C02837,25,Female,71400,Self-Employed,671,San Jose,Florida,High Risk
C02838,56,Male,57700,Full-Time,756,Orlando,Illinois,Low Risk
C02839,26,Female,77800,Full-Time,781,Irving,Georgia,Low Risk
C02840,46,Male,58000,Full-Time,711,Aurora,Illinois,Medium Risk
C02841,24,Male,161200,Full-Time,732,Tampa,Virginia,Medium Risk
C02842,59,Female,72100,Self-Employed,644,Savannah,Virginia,High Risk
C02843,59,Male,53200,Self-Employed,757,Tempe,California,Low Risk
C02844,55,Female,75700,Full-Time,706,Atlanta,Florida,Medium Risk
C02845,21,Female,53600,Unemployed,668,Naperville,New York,High Risk
C02846,44,Male,67800,Full-Time,599,Irving,Georgia,Very High Risk
C02847,56,Female,37600,Full-Time,654,San Diego,New York,High Risk
C02848,26,Female,64700,Part-Time,607,Plano,Georgia,High Risk
C02849,61,Male,52400,Part-Time,747,Chicago,New York,Medium Risk
C02850,66,Female,39200,Full-Time,782,Jacksonville,California,Low Risk
C02851,64,Male,158100,Part-Time,759,Orlando,New York,Low Risk
C02852,51,Male,39900,Full-Time,850,Irving,Arizona,Low Risk
C02853,40,Male,65200,Self-Employed,655,Jacksonville,Illinois,High Risk
C02854,44,Male,45300,Self-Employed,735,Phoenix,Virginia,Medium Risk
C02855,45,Male,74300,Full-Time,601,Jacksonville,California,High Risk
C02856,56,Female,36600,Full-Time,675,San Jose,Arizona,High Risk
C02857,41,Female,94900,Part-Time,579,Orlando,New York,Very High Risk
C02858,50,Male,162500,Self-Employed,733,San Jose,California,Medium Risk
C02859,44,Male,44500,Full-Time,663,Miami,Illinois,High Risk
C02860,64,Female,112400,Full-Time,536,Mesa,California,Very High Risk
C02861,62,Male,54700,Retired,639,Arlington,New York,High Risk
C02862,50,Male,128000,Full-Time,824,Orlando,California,Low Risk
C02863,42,Male,174000,Full-Time,721,Norfolk,Georgia,Medium Risk
C02864,48,Male,58500,Full-Time,748,Dallas,Texas,Medium Risk
C02865,27,Male,32800,Full-Time,699,San Diego,Virginia,Medium Risk
C02866,55,Female,99600,Retired,676,Richmond,New York,High Risk
C02867,48,Female,71900,Part-Time,691,San Jose,Illinois,Medium Risk
C02868,34,Male,81500,Full-Time,708,Los Angeles,Florida,Medium Risk
C02869,30,Male,55800,Part-Time,608,Richmond,California,High Risk
C02870,36,Male,43700,Part-Time,747,New York,Georgia,Medium Risk
C02871,36,Female,109600,Part-Time,774,Norfolk,California,Low Risk
C02872,51,Female,75100,Full-Time,675,Atlanta,Virginia,High Risk
C02873,62,Female,33900,Part-Time,651,San Diego,New York,High Risk
C02874,45,Female,88500,Full-Time,634,Austin,Georgia,High Risk
C02875,33,Male,80900,Full-Time,822,Plano,New York,Low Risk
C02876,26,Female,56100,Full-Time,656,Augusta,Texas,High Risk
C02877,64,Male,134700,Retired,739,Aurora,Illinois,Medium Risk
C02878,29,Male,49200,Full-Time,676,Augusta,Virginia,High Risk
C02879,65,Female,60200,Retired,672,Richmond,Georgia,High Risk
C02880,56,Male,91900,Full-Time,633,Austin,Georgia,High Risk
C02881,63,Female,67300,Self-Employed,617,New York,California,High Risk
C02882,40,Male,34900,Full-Time,745,Aurora,California,Medium Risk
C02883,38,Female,70600,Full-Time,616,Jacksonville,Virginia,High Risk
C02884,63,Male,53900,Full-Time,725,San Jose,Florida,Medium Risk
C02885,41,Male,95600,Part-Time,697,Houston,Arizona,Medium Risk
C02886,24,Female,69600,Self-Employed,746,Buffalo,Georgia,Medium Risk
C02887,53,Female,67800,Part-Time,644,Tampa,California,High Risk
C02888,47,Female,40600,Part-Time,771,New York,California,Low Risk
C02889,27,Female,58600,Unemployed,679,Atlanta,Arizona,High Risk
C02890,26,Female,100600,Full-Time,850,San Diego,Texas,Low Risk
C02891,35,Female,45800,Full-Time,569,Tempe,Florida,Very High Risk
C02892,38,Male,64100,Full-Time,850,Tampa,Virginia,Low Risk
C02893,52,Male,42600,Full-Time,681,Fresno,Arizona,Medium Risk
C02894,31,Male,38200,Self-Employed,707,Miami,Virginia,Medium Risk
C02895,40,Female,62600,Full-Time,645,San Jose,California,High Risk
C02896,44,Male,70300,Full-Time,572,Atlanta,Virginia,Very High Risk
C02897,35,Female,159400,Full-Time,650,Plano,California,High Risk
C02898,27,Male,53000,Part-Time,663,Richmond,Illinois,High Risk
C02899,41,Female,63500,Full-Time,704,Rochester,Georgia,Medium Risk
C02900,62,Male,37000,Full-Time,774,Savannah,California,Low Risk
C02901,46,Male,85600,Part-Time,704,Phoenix,Texas,Medium Risk
C02902,64,Female,77800,Self-Employed,706,Aurora,California,Medium Risk
C02903,34,Male,127000,Full-Time,719,Atlanta,Georgia,Medium Risk
C02904,57,Male,107200,Full-Time,558,Augusta,California,Very High Risk
C02905,41,Male,76100,Full-Time,565,Tempe,Arizona,Very High Risk
C02906,38,Male,52600,Retired,578,Miami,New York,Very High Risk
C02907,25,Male,71300,Full-Time,662,Los Angeles,California,High Risk
C02908,23,Female,61800,Retired,550,Los Angeles,Florida,Very High Risk
C02909,43,Male,99800,Retired,638,Augusta,Georgia,High Risk
C02910,46,Female,94300,Self-Employed,587,Atlanta,Virginia,Very High Risk
C02911,57,Male,56900,Full-Time,727,Jacksonville,Georgia,Medium Risk
C02912,44,Female,33700,Full-Time,723,Naperville,New York,Medium Risk
C02913,39,Female,118400,Full-Time,667,Chicago,Florida,High Risk
C02914,45,Male,84500,Unemployed,548,Plano,Florida,Very High Risk
C02915,41,Male,56300,Self-Employed,672,Aurora,Georgia,High Risk
C02916,32,Male,83000,Retired,715,Richmond,Texas,Medium Risk
C02917,61,Female,67200,Part-Time,751,San Diego,Virginia,Low Risk
C02918,53,Female,117700,Full-Time,822,Arlington,California,Low Risk
C02919,24,Female,27300,Full-Time,774,New York,Florida,Low Risk
C02920,62,Male,54400,Full-Time,702,Augusta,California,Medium Risk
C02921,27,Male,133500,Full-Time,669,Buffalo,Virginia,High Risk
C02922,42,Male,83700,Part-Time,634,San Jose,California,High Risk
C02923,53,Male,144300,Retired,792,Fresno,Virginia,Low Risk
C02924,37,Male,37500,Part-Time,702,Savannah,Arizona,Medium Risk
C02925,44,Male,105300,Self-Employed,737,Orlando,Texas,Medium Risk
C02926,54,Female,102500,Unemployed,646,Austin,Texas,High Risk
C02927,48,Female,30500,Full-Time,597,Atlanta,Florida,Very High Risk
C02928,63,Female,56900,Full-Time,660,New York,Florida,High Risk
C02929,61,Male,62000,Part-Time,667,Arlington,Georgia,High Risk
C02930,59,Female,31400,Full-Time,704,San Jose,Arizona,Medium Risk
C02931,42,Female,57400,Full-Time,635,Austin,Arizona,High Risk
C02932,37,Female,96300,Full-Time,692,Aurora,New York,Medium Risk
C02933,54,Female,54500,Retired,778,Phoenix,California,Low Risk
C02934,26,Female,72500,Full-Time,565,New York,Virginia,Very High Risk
C02935,66,Female,72700,Part-Time,531,Atlanta,Georgia,Very High Risk
C02936,26,Male,64600,Self-Employed,783,San Jose,California,Low Risk
C02937,54,Female,47300,Part-Time,580,Chicago,Texas,Very High Risk
C02938,21,Female,87400,Full-Time,661,San Jose,Texas,High Risk
C02939,30,Female,31800,Self-Employed,736,Irving,Arizona,Medium Risk
C02940,41,Female,65300,Full-Time,686,Tampa,Georgia,Medium Risk
C02941,25,Male,121300,Full-Time,685,Plano,Florida,Medium Risk
C02942,22,Female,53100,Retired,695,Chicago,New York,Medium Risk
C02943,42,Female,46900,Full-Time,850,Jacksonville,Arizona,Low Risk
C02944,22,Male,90100,Part-Time,824,Augusta,New York,Low Risk
C02945,30,Male,70000,Full-Time,638,New York,Texas,High Risk
C02946,54,Female,90900,Full-Time,769,Fresno,Texas,Low Risk
C02947,36,Male,66100,Retired,728,Fresno,New York,Medium Risk
C02948,59,Male,22200,Self-Employed,689,Fresno,New York,Medium Risk
C02949,42,Male,110500,Full-Time,622,Arlington,Virginia,High Risk
C02950,32,Female,165000,Retired,724,Atlanta,Florida,Medium Risk
C02951,44,Male,115800,Self-Employed,667,Los Angeles,New York,High Risk
C02952,67,Male,22000,Full-Time,662,Tampa,California,High Risk
C02953,60,Female,79600,Part-Time,632,Miami,New York,High Risk
C02954,58,Female,52700,Full-Time,765,Augusta,Illinois,Low Risk
C02955,30,Female,39900,Full-Time,632,Irving,New York,High Risk
C02956,55,Male,68700,Full-Time,633,Aurora,Texas,High Risk
C02957,52,Female,60800,Full-Time,748,San Diego,Texas,Medium Risk
C02958,27,Male,81700,Full-Time,679,Jacksonville,Arizona,High Risk
C02959,41,Female,66700,Unemployed,681,Dallas,Virginia,Medium Risk
C02960,40,Female,39300,Self-Employed,767,Los Angeles,Illinois,Low Risk
C02961,46,Male,50100,Full-Time,789,Savannah,California,Low Risk
C02962,24,Male,46600,Unemployed,530,Savannah,New York,Very High Risk
C02963,66,Male,30000,Full-Time,680,San Jose,New York,Medium Risk
C02964,42,Female,35100,Part-Time,584,Fresno,Illinois,Very High Risk
C02965,35,Male,59100,Full-Time,661,San Diego,Arizona,High Risk
C02966,60,Female,123400,Self-Employed,689,Miami,Florida,Medium Risk
C02967,41,Male,51100,Retired,663,San Jose,Virginia,High Risk
C02968,35,Male,46200,Self-Employed,613,Plano,Virginia,High Risk
C02969,42,Female,38200,Retired,609,Aurora,Florida,High Risk
C02970,48,Female,65900,Full-Time,745,Norfolk,Arizona,Medium Risk
C02971,34,Female,110500,Unemployed,805,Buffalo,California,Low Risk
C02972,47,Male,160100,Full-Time,535,Tempe,New York,Very High Risk
C02973,61,Male,73900,Full-Time,665,Los Angeles,New York,High Risk
C02974,60,Male,69200,Part-Time,745,Tempe,New York,Medium Risk
C02975,48,Male,50900,Part-Time,688,New York,Arizona,Medium Risk
C02976,46,Male,54900,Full-Time,606,Mesa,Texas,High Risk
C02977,22,Female,86300,Full-Time,654,Mesa,Georgia,High Risk
C02978,45,Male,56400,Full-Time,713,Arlington,Florida,Medium Risk
C02979,23,Male,60400,Full-Time,667,Augusta,Arizona,High Risk
C02980,28,Male,64300,Full-Time,686,Tempe,Georgia,Medium Risk
C02981,64,Female,49800,Full-Time,689,Aurora,Virginia,Medium Risk
C02982,53,Female,62800,Full-Time,651,Tempe,Illinois,High Risk
C02983,62,Male,26200,Retired,751,Austin,Georgia,Low Risk
C02984,55,Male,83200,Self-Employed,654,Dallas,Texas,High Risk
C02985,26,Male,187300,Full-Time,615,Phoenix,Virginia,High Risk
C02986,59,Female,50700,Retired,850,Dallas,Texas,Low Risk
C02987,43,Female,76900,Part-Time,684,New York,Virginia,Medium Risk
C02988,45,Female,95400,Full-Time,495,Arlington,Florida,Very High Risk
C02989,63,Male,115600,Full-Time,784,Dallas,New York,Low Risk
C02990,39,Female,57700,Full-Time,784,Dallas,California,Low Risk
C02991,25,Female,28900,Full-Time,724,Houston,Georgia,Medium Risk
C02992,31,Female,73300,Full-Time,737,Tampa,Virginia,Medium Risk
C02993,32,Female,68900,Full-Time,850,Buffalo,Virginia,Low Risk
C02994,30,Female,55600,Full-Time,618,Norfolk,Arizona,High Risk
C02995,28,Male,61200,Self-Employed,700,Houston,Arizona,Medium Risk
C02996,44,Female,69300,Full-Time,838,Miami,Virginia,Low Risk
C02997,48,Female,76500,Self-Employed,850,Orlando,Illinois,Low Risk
C02998,61,Female,75100,Full-Time,663,Los Angeles,Florida,High Risk
C02999,56,Male,58900,Retired,841,Norfolk,California,Low Risk
C03000,57,Male,77300,Full-Time,750,Miami,Florida,Low Risk
C03001,41,Male,57200,Unemployed,802,Tampa,Florida,Low Risk
C03002,28,Male,86800,Self-Employed,748,Austin,Florida,Medium Risk
C03003,29,Male,49000,Part-Time,713,Buffalo,Florida,Medium Risk
C03004,67,Female,67200,Part-Time,850,Rochester,New York,Low Risk
C03005,35,Male,31300,Full-Time,650,Miami,Arizona,High Risk
C03006,66,Male,55000,Retired,833,Augusta,Texas,Low Risk
C03007,60,Male,83900,Full-Time,845,Phoenix,Arizona,Low Risk
C03008,38,Male,40800,Full-Time,792,Orlando,Arizona,Low Risk
C03009,62,Female,56300,Full-Time,685,Rochester,Georgia,Medium Risk
C03010,40,Male,22000,Full-Time,708,Chicago,Florida,Medium Risk
C03011,26,Male,35100,Part-Time,594,New York,California,Very High Risk
C03012,32,Female,39500,Unemployed,656,Rochester,Georgia,High Risk
C03013,22,Female,68000,Full-Time,737,New York,Virginia,Medium Risk
C03014,27,Male,75500,Retired,583,Los Angeles,California,Very High Risk
C03015,36,Female,63400,Part-Time,668,Miami,California,High Risk
C03016,23,Female,54700,Full-Time,836,Chicago,Texas,Low Risk
C03017,65,Female,54800,Full-Time,678,Phoenix,Texas,High Risk
C03018,23,Male,89700,Self-Employed,768,Miami,California,Low Risk
C03019,47,Female,71500,Full-Time,732,Savannah,New York,Medium Risk
C03020,63,Male,55900,Full-Time,667,Miami,Texas,High Risk
C03021,60,Male,116300,Full-Time,678,New York,Texas,High Risk
C03022,58,Male,156300,Full-Time,703,Atlanta,New York,Medium Risk
C03023,53,Male,37100,Self-Employed,536,Chicago,Florida,Very High Risk
C03024,48,Female,82200,Full-Time,761,Fresno,Texas,Low Risk
C03025,21,Female,250000,Full-Time,681,Buffalo,Georgia,Medium Risk
C03026,28,Male,73700,Full-Time,764,San Diego,California,Low Risk
C03027,57,Male,68500,Full-Time,719,Plano,California,Medium Risk
C03028,52,Male,63400,Full-Time,678,Houston,New York,High Risk
C03029,63,Female,81000,Part-Time,705,Atlanta,California,Medium Risk
C03030,57,Female,91300,Part-Time,705,Tempe,Arizona,Medium Risk
C03031,24,Female,37100,Full-Time,801,Aurora,Virginia,Low Risk
C03032,50,Female,64200,Full-Time,695,Orlando,Illinois,Medium Risk
C03033,26,Female,23400,Full-Time,712,Irving,Virginia,Medium Risk
C03034,66,Female,59200,Full-Time,595,Richmond,California,Very High Risk
C03035,39,Male,43300,Full-Time,686,San Jose,New York,Medium Risk
C03036,52,Female,75700,Full-Time,799,Augusta,Virginia,Low Risk
C03037,29,Female,30800,Full-Time,722,Atlanta,New York,Medium Risk
C03038,32,Female,51600,Self-Employed,609,Irving,New York,High Risk
C03039,31,Female,100400,Full-Time,617,Plano,Arizona,High Risk
C03040,66,Female,47900,Part-Time,634,Irving,Virginia,High Risk
C03041,36,Female,27600,Full-Time,765,Austin,Georgia,Low Risk
C03042,21,Female,73000,Full-Time,756,Tampa,Illinois,Low Risk
C03043,65,Male,49900,Self-Employed,431,Naperville,Arizona,Very High Risk
C03044,41,Male,59800,Full-Time,684,San Diego,Virginia,Medium Risk
C03045,50,Female,46800,Full-Time,701,Naperville,Texas,Medium Risk
C03046,33,Male,158000,Part-Time,618,Houston,Florida,High Risk
C03047,54,Female,32200,Self-Employed,661,Phoenix,California,High Risk
C03048,24,Female,232600,Retired,790,New York,Georgia,Low Risk
C03049,48,Female,54500,Part-Time,721,Naperville,Texas,Medium Risk
C03050,58,Female,70600,Unemployed,653,Richmond,New York,High Risk
C03051,51,Male,50200,Full-Time,676,Richmond,Texas,High Risk
C03052,47,Female,49200,Full-Time,673,Aurora,Arizona,High Risk
C03053,25,Female,45700,Full-Time,711,Richmond,Texas,Medium Risk
C03054,45,Male,85200,Full-Time,583,San Diego,Illinois,Very High Risk
C03055,23,Male,34500,Full-Time,640,Buffalo,New York,High Risk
C03056,53,Female,76600,Self-Employed,768,Savannah,Georgia,Low Risk
C03057,24,Female,24300,Full-Time,685,Dallas,Virginia,Medium Risk
C03058,45,Female,73500,Part-Time,626,Tampa,Georgia,High Risk
C03059,40,Female,95200,Full-Time,629,Richmond,New York,High Risk
C03060,54,Male,36600,Full-Time,744,Tempe,California,Medium Risk
C03061,46,Male,88200,Full-Time,651,Naperville,Virginia,High Risk
C03062,25,Male,66500,Full-Time,728,Arlington,Georgia,Medium Risk
C03063,55,Female,133400,Full-Time,643,Phoenix,Georgia,High Risk
C03064,48,Male,44200,Part-Time,605,Los Angeles,California,High Risk
C03065,49,Female,230800,Full-Time,708,Richmond,California,Medium Risk
C03066,29,Female,22200,Full-Time,683,Norfolk,Virginia,Medium Risk
C03067,58,Female,56000,Part-Time,741,Jacksonville,Arizona,Medium Risk
C03068,26,Male,30300,Full-Time,756,Los Angeles,Georgia,Low Risk
C03069,39,Female,149500,Full-Time,663,Jacksonville,Georgia,High Risk
C03070,64,Male,57800,Full-Time,716,Buffalo,Georgia,Medium Risk
C03071,31,Male,60200,Full-Time,661,Rochester,California,High Risk
C03072,22,Male,79300,Self-Employed,738,San Jose,Georgia,Medium Risk
C03073,67,Female,64900,Unemployed,708,Jacksonville,Texas,Medium Risk
C03074,64,Male,49800,Self-Employed,643,Jacksonville,Texas,High Risk
C03075,64,Female,36900,Full-Time,637,Norfolk,California,High Risk
C03076,29,Male,70100,Part-Time,710,Atlanta,California,Medium Risk
C03077,41,Male,77100,Full-Time,777,Atlanta,California,Low Risk
C03078,44,Male,88900,Full-Time,758,Tampa,Florida,Low Risk
C03079,54,Female,153700,Full-Time,619,Naperville,Virginia,High Risk
C03080,42,Female,24400,Self-Employed,627,Chicago,California,High Risk
C03081,23,Female,63000,Part-Time,638,Richmond,Arizona,High Risk
C03082,32,Female,111100,Part-Time,645,Austin,Florida,High Risk
C03083,48,Female,61500,Part-Time,554,Buffalo,California,Very High Risk
C03084,50,Male,22700,Full-Time,749,Chicago,New York,Medium Risk
C03085,46,Female,36400,Full-Time,656,Los Angeles,Illinois,High Risk
C03086,41,Female,75400,Part-Time,725,Tempe,Georgia,Medium Risk
C03087,48,Male,74100,Part-Time,666,Naperville,Georgia,High Risk
C03088,46,Female,88000,Self-Employed,688,Tampa,Texas,Medium Risk
C03089,53,Female,45700,Full-Time,639,Houston,New York,High Risk
C03090,41,Female,73100,Self-Employed,688,Savannah,Illinois,Medium Risk
C03091,55,Female,42500,Full-Time,625,Phoenix,Georgia,High Risk
C03092,54,Male,73100,Part-Time,688,Tampa,Georgia,Medium Risk
C03093,61,Female,66600,Full-Time,799,Arlington,Florida,Low Risk
C03094,67,Male,44900,Retired,729,Augusta,Texas,Medium Risk
C03095,38,Female,131000,Full-Time,712,Plano,Florida,Medium Risk
C03096,31,Female,30200,Part-Time,591,San Diego,Arizona,Very High Risk
C03097,43,Female,61000,Full-Time,733,Rochester,Arizona,Medium Risk
C03098,42,Male,44500,Full-Time,740,Tempe,Florida,Medium Risk
C03099,37,Male,148400,Full-Time,710,Tampa,Texas,Medium Risk
C03100,25,Male,85100,Self-Employed,706,Rochester,Illinois,Medium Risk
C03101,64,Male,48500,Full-Time,679,New York,Texas,High Risk
C03102,31,Female,57300,Full-Time,739,Dallas,California,Medium Risk
C03103,50,Female,150200,Retired,795,Augusta,Virginia,Low Risk
C03104,35,Female,42500,Self-Employed,715,Arlington,Florida,Medium Risk
C03105,47,Female,29400,Full-Time,617,Fresno,California,High Risk
C03106,55,Male,74100,Part-Time,623,San Diego,Texas,High Risk
C03107,53,Male,74900,Full-Time,744,Irving,Texas,Medium Risk
C03108,40,Male,87700,Self-Employed,618,Miami,Georgia,High Risk
C03109,36,Female,88000,Self-Employed,705,Arlington,Arizona,Medium Risk
C03110,54,Female,144200,Self-Employed,664,Miami,Illinois,High Risk
C03111,22,Female,30000,Full-Time,610,Mesa,Florida,High Risk
