Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Days_Late,Payment_Status
P0013361,L002905,2024-08-07,897.84,4,Late
P0013362,L004589,2026-05-03,710.74,6,Late
P0013363,L005724,2023-11-15,903.34,0,On Time
P0013364,L001511,2023-05-29,909.7,0,On Time
P0013365,L001483,2024-04-05,594.65,0,On Time
P0013366,L003096,2025-04-29,882.07,36,Severely Late
P0013367,L000917,2025-02-17,597.14,0,On Time
P0013368,L003552,2025-12-23,368.29,0,On Time
P0013369,L002426,2025-01-19,562.2,1,Late
P0013370,L007923,2024-12-29,454.4,15,Late
P0013371,L005914,2023-10-22,778.26,10,Late
P0013372,L002229,2026-03-18,552.71,2,Late
P0013373,L000089,2023-04-09,2687.23,10,Late
P0013374,L004189,2024-06-14,983.68,10,Late
P0013375,L001895,2023-03-27,215.73,2,Late
P0013376,L000381,2025-07-09,347.26,0,On Time
P0013377,L007622,2023-07-15,867.19,19,Severely Late
P0013378,L002386,2025-07-12,1237.62,8,Late
P0013379,L004978,2025-12-27,1057.83,4,Late
P0013380,L001341,2026-04-27,1161.97,3,Late
P0013381,L000419,2025-06-11,519.13,15,Late
P0013382,L001399,2026-01-17,3148.75,13,Late
P0013383,L006123,2025-06-05,546.2,0,On Time
P0013384,L002131,2024-07-18,1491.5,0,On Time
P0013385,L000486,2025-02-18,322.42,10,Late
P0013386,L000434,2025-08-07,321.79,8,Late
P0013387,L004075,2026-01-25,1108.78,0,On Time
P0013388,L001312,2024-08-24,1343.63,0,On Time
P0013389,L000604,2026-03-08,477.83,10,Late
P0013390,L000610,2025-02-13,1730.68,0,On Time
P0013391,L007724,2024-03-22,1098.96,13,Late
P0013392,L003761,2023-08-29,977.47,0,On Time
P0013393,L000051,2025-01-29,1077.07,6,Late
P0013394,L006204,2024-05-18,950.85,6,Late
P0013395,L005498,2023-10-08,436.21,7,Late
P0013396,L000391,2025-02-23,2458.17,8,Late
P0013397,L007102,2023-05-24,1437.68,10,Late
P0013398,L000077,2024-06-09,784.44,8,Late
P0013399,L005993,2025-04-27,1701.66,4,Late
P0013400,L000451,2026-01-25,2348.98,0,On Time
P0013401,L004462,2025-11-24,1589.5,0,On Time
P0013402,L004421,2023-10-22,1147.14,13,Late
P0013403,L002888,2023-04-06,540.77,2,Late
P0013404,L006492,2026-04-06,552.91,0,On Time
P0013405,L003456,2025-06-26,246.82,0,On Time
P0013406,L004648,2025-04-05,994.75,2,Late
P0013407,L000874,2023-11-11,817.89,3,Late
P0013408,L005276,2024-06-09,189.01,4,Late
P0013409,L004447,2023-07-20,178.03,0,On Time
P0013410,L000763,2025-11-26,2511.62,2,Late
P0013411,L007490,2023-02-10,275.73,0,On Time
P0013412,L006381,2025-04-24,1170.37,5,Late
P0013413,L006591,2025-11-17,317.36,9,Late
P0013414,L000733,2023-06-01,2072.59,21,Severely Late
P0013415,L005730,2025-01-28,1268.34,0,On Time
P0013416,L000311,2026-06-27,1186.16,4,Late
P0013417,L000586,2026-03-03,448.88,0,On Time
P0013418,L007295,2023-07-08,1102.63,0,On Time
P0013419,L003622,2025-11-14,634.66,0,On Time
P0013420,L006031,2025-11-01,312.7,0,On Time
P0013421,L005817,2023-11-06,673.79,0,On Time
P0013422,L003294,2024-03-24,491.48,0,On Time
P0013423,L006786,2023-03-10,451.7,0,On Time
P0013424,L002857,2023-06-09,986.48,18,Severely Late
P0013425,L004704,2025-08-03,321.2,1,Late
P0013426,L000058,2023-09-16,2190.73,6,Late
P0013427,L006934,2024-02-15,1454.07,4,Late
P0013428,L006251,2024-04-23,712.4,0,On Time
P0013429,L002533,2023-11-25,2316.71,11,Late
P0013430,L002482,2023-03-17,499.74,16,Severely Late
P0013431,L003011,2023-11-28,968.06,11,Late
P0013432,L000925,2025-01-05,1065.26,0,On Time
P0013433,L007207,2025-09-13,376.88,6,Late
P0013434,L007749,2026-05-20,1506.53,0,On Time
P0013435,L006795,2023-03-05,484.25,0,On Time
P0013436,L001371,2024-08-05,1316.83,1,Late
P0013437,L000810,2025-08-05,904.11,13,Late
P0013438,L000179,2026-06-18,512.02,15,Late
P0013439,L001678,2025-09-03,736.99,4,Late
P0013440,L002962,2026-02-04,1134.79,0,On Time
P0013441,L004693,2023-06-16,1281.18,23,Severely Late
P0013442,L003502,2025-08-26,263.56,0,On Time
P0013443,L005961,2025-07-31,1149.85,15,Late
P0013444,L001587,2023-02-27,474.95,13,Late
P0013445,L001304,2023-12-09,367.44,0,On Time
P0013446,L002304,2024-10-14,801.12,7,Late
P0013447,L001610,2024-09-13,445.62,6,Late
P0013448,L006432,2023-03-05,806.56,0,On Time
P0013449,L002089,2026-04-29,501.45,3,Late
P0013450,L006224,2023-02-27,1004.55,7,Late
P0013451,L002443,2024-01-01,1423.1,4,Late
P0013452,L007589,2024-12-30,1743.02,0,On Time
P0013453,L000760,2023-07-12,509.34,0,On Time
P0013454,L006109,2024-09-30,662.34,0,On Time
P0013455,L003970,2025-01-12,424.44,4,Late
P0013456,L001749,2026-02-02,566.86,1,Late
P0013457,L003901,2024-06-24,508.69,0,On Time
P0013458,L002811,2025-02-21,1085.89,11,Late
P0013459,L001866,2026-05-28,760.83,0,On Time
P0013460,L004011,2026-06-26,825.58,12,Late
P0013461,L001095,2026-06-25,1495.58,4,Late
P0013462,L001075,2026-06-07,1486.35,18,Severely Late
P0013463,L002660,2024-06-14,596.7,1,Late
P0013464,L004404,2024-04-19,93.52,0,On Time
P0013465,L001020,2023-12-11,1572.86,0,On Time
P0013466,L005600,2024-01-20,1487.29,14,Late
P0013467,L007091,2026-03-02,529.53,4,Late
P0013468,L003669,2026-04-09,1020.12,3,Late
P0013469,L000044,2025-11-21,2489.66,0,On Time
P0013470,L006692,2024-06-01,2545.32,16,Severely Late
P0013471,L007953,2023-12-21,406.54,5,Late
P0013472,L000070,2025-08-08,667.98,0,On Time
P0013473,L001614,2025-02-28,273.7,19,Severely Late
P0013474,L005732,2025-06-28,623.57,0,On Time
P0013475,L007928,2026-01-20,565.16,11,Late
P0013476,L001696,2026-03-22,160.3,0,On Time
P0013477,L000369,2026-05-07,1676.92,11,Late
P0013478,L005415,2024-04-11,2145.12,2,Late
P0013479,L002303,2024-11-23,1904.65,17,Severely Late
P0013480,L006453,2026-01-19,1590.99,0,On Time
P0013481,L007927,2024-07-18,278.98,5,Late
P0013482,L001250,2024-10-28,2888.48,0,On Time
P0013483,L005202,2025-10-31,876.82,13,Late
P0013484,L001881,2026-02-20,1135.34,0,On Time
P0013485,L002492,2026-02-01,1688.98,4,Late
P0013486,L000008,2025-08-12,1178.37,4,Late
P0013487,L005879,2023-06-13,2486.28,0,On Time
P0013488,L007557,2026-02-14,527.05,9,Late
P0013489,L006614,2024-08-11,2171.98,0,On Time
P0013490,L000655,2023-07-01,325.67,3,Late
P0013491,L006524,2024-06-21,1113.09,6,Late
P0013492,L000486,2023-06-15,599.92,8,Late
P0013493,L005995,2025-08-18,983.38,0,On Time
P0013494,L003774,2025-10-17,1927.94,19,Severely Late
P0013495,L004069,2023-12-04,1675.07,14,Late
P0013496,L004201,2023-11-02,855.69,13,Late
P0013497,L003354,2024-11-16,384.84,0,On Time
P0013498,L000789,2025-03-03,384.33,2,Late
P0013499,L007676,2024-01-21,1870.72,13,Late
P0013500,L003379,2024-10-08,916.55,8,Late
P0013501,L003472,2025-11-11,552.28,15,Late
P0013502,L007484,2024-03-25,461.12,6,Late
P0013503,L003680,2024-02-27,1234.98,3,Late
P0013504,L004196,2025-03-09,2718.08,0,On Time
P0013505,L006896,2025-02-09,726.98,3,Late
P0013506,L004204,2023-02-19,1613.67,0,On Time
P0013507,L000076,2023-12-22,410.89,5,Late
P0013508,L005031,2023-10-03,1400.2,0,On Time
P0013509,L002441,2025-11-27,2303.99,0,On Time
P0013510,L003212,2024-01-14,527.18,0,On Time
P0013511,L004969,2024-03-23,1445.97,0,On Time
P0013512,L002618,2023-08-24,978.9,0,On Time
P0013513,L005358,2024-12-21,822.85,16,Severely Late
P0013514,L006929,2024-08-09,329.25,0,On Time
P0013515,L001566,2024-08-07,388.91,0,On Time
P0013516,L002027,2025-01-08,1099.14,9,Late
P0013517,L005979,2023-11-16,772.44,0,On Time
P0013518,L006243,2023-06-07,1046.44,7,Late
P0013519,L002733,2023-12-18,2097.51,11,Late
P0013520,L005004,2024-03-21,334.39,0,On Time
P0013521,L002060,2023-02-13,2094.35,0,On Time
P0013522,L004585,2023-09-08,413.73,11,Late
P0013523,L005287,2024-02-10,744.7,15,Late
P0013524,L005669,2024-04-09,594.75,8,Late
P0013525,L000987,2024-01-23,460.05,10,Late
P0013526,L007199,2024-10-23,3124.36,0,On Time
P0013527,L006097,2024-09-26,961.23,0,On Time
P0013528,L004192,2025-11-30,2233.66,2,Late
P0013529,L000277,2025-11-29,423.5,0,On Time
P0013530,L003435,2024-06-10,802.49,4,Late
P0013531,L000166,2025-04-14,377.69,1,Late
P0013532,L000804,2023-03-08,308.47,0,On Time
P0013533,L001420,2026-05-07,1102.93,9,Late
P0013534,L006655,2025-11-17,904.05,0,On Time
P0013535,L004323,2025-02-24,1445.3,0,On Time
P0013536,L007607,2026-02-23,4250.02,6,Late
P0013537,L007965,2025-05-30,380.16,19,Severely Late
P0013538,L002348,2025-02-07,631.3,9,Late
P0013539,L006031,2025-09-05,1233.37,13,Late
P0013540,L005202,2023-04-02,503.9,7,Late
P0013541,L004410,2025-10-24,1028.68,10,Late
P0013542,L002176,2025-09-11,617.64,10,Late
P0013543,L001371,2023-11-29,651.21,5,Late
P0013544,L004751,2023-03-07,409.53,0,On Time
P0013545,L007879,2024-12-31,1080.93,13,Late
P0013546,L000543,2023-06-16,1026.3,8,Late
P0013547,L005224,2023-09-15,723.47,3,Late
P0013548,L004010,2025-10-22,1288.98,3,Late
P0013549,L006134,2024-08-26,622.47,10,Late
P0013550,L005947,2024-10-13,4255.5,1,Late
P0013551,L000202,2025-12-05,1634.0,18,Severely Late
P0013552,L001072,2023-04-25,1508.68,10,Late
P0013553,L006424,2024-01-13,310.71,10,Late
P0013554,L006240,2025-04-16,809.47,0,On Time
P0013555,L007203,2026-05-20,539.34,7,Late
P0013556,L000861,2023-07-19,643.54,0,On Time
P0013557,L002538,2024-07-09,1013.37,23,Severely Late
P0013558,L006851,2023-07-23,722.22,16,Severely Late
P0013559,L003332,2025-07-27,737.18,3,Late
P0013560,L000654,2024-03-30,1856.81,0,On Time
P0013561,L006861,2025-08-03,520.94,14,Late
P0013562,L002550,2024-10-16,846.6,17,Severely Late
P0013563,L003000,2024-07-17,511.1,0,On Time
P0013564,L002543,2023-05-14,514.04,4,Late
P0013565,L006531,2023-04-08,733.6,9,Late
P0013566,L000516,2024-09-08,1842.02,6,Late
P0013567,L001604,2024-07-03,375.61,13,Late
P0013568,L007834,2026-04-30,753.37,27,Severely Late
P0013569,L004038,2025-05-29,823.7,7,Late
P0013570,L001353,2023-10-03,299.92,16,Severely Late
P0013571,L007151,2024-11-08,520.8,0,On Time
P0013572,L002885,2023-05-12,1389.51,14,Late
P0013573,L003937,2025-08-27,1105.38,10,Late
P0013574,L004329,2024-07-09,1091.31,14,Late
P0013575,L001915,2025-03-25,1013.56,4,Late
P0013576,L002829,2025-06-26,3249.47,7,Late
P0013577,L000837,2023-02-08,943.16,0,On Time
P0013578,L002681,2024-05-28,416.49,0,On Time
P0013579,L000173,2025-02-22,406.5,0,On Time
P0013580,L001822,2025-06-09,738.88,9,Late
P0013581,L002327,2025-12-02,685.59,1,Late
P0013582,L007563,2024-01-09,600.29,0,On Time
P0013583,L004337,2023-05-21,1384.89,8,Late
P0013584,L000912,2025-05-13,2161.2,0,On Time
P0013585,L004392,2024-07-01,758.6,0,On Time
P0013586,L000027,2023-12-27,395.26,0,On Time
P0013587,L001898,2023-08-02,1171.24,3,Late
P0013588,L006159,2025-02-25,709.45,0,On Time
P0013589,L005915,2025-02-02,755.26,3,Late
P0013590,L004736,2023-10-02,656.65,0,On Time
P0013591,L001515,2023-07-26,601.28,20,Severely Late
P0013592,L004569,2026-04-15,336.35,12,Late
P0013593,L007849,2023-12-25,752.09,1,Late
P0013594,L002794,2024-11-08,705.4,8,Late
P0013595,L003862,2023-10-13,514.32,9,Late
P0013596,L007368,2024-10-28,306.83,9,Late
P0013597,L005860,2023-02-01,1371.07,0,On Time
P0013598,L001716,2025-04-11,357.43,0,On Time
P0013599,L004531,2025-04-28,867.72,7,Late
P0013600,L003429,2025-04-11,1150.2,0,On Time
P0013601,L003094,2025-07-16,303.5,0,On Time
P0013602,L004079,2023-05-13,592.88,11,Late
P0013603,L000802,2024-01-20,1482.34,0,On Time
P0013604,L004507,2025-01-29,629.24,0,On Time
P0013605,L004450,2023-08-23,203.66,0,On Time
P0013606,L004760,2024-11-17,1232.22,0,On Time
P0013607,L004053,2024-11-20,632.23,16,Severely Late
P0013608,L006053,2026-06-13,752.24,1,Late
P0013609,L000634,2024-04-19,699.63,3,Late
P0013610,L002506,2025-09-04,1400.08,7,Late
P0013611,L006702,2023-11-29,2115.0,2,Late
P0013612,L006783,2026-02-20,2736.33,11,Late
P0013613,L004865,2023-03-08,2091.83,7,Late
P0013614,L000219,2025-06-12,747.96,14,Late
P0013615,L001551,2026-05-21,961.03,7,Late
P0013616,L000368,2023-02-14,237.51,5,Late
P0013617,L005298,2023-09-21,1338.82,0,On Time
P0013618,L001829,2025-11-24,619.5,0,On Time
P0013619,L001282,2026-06-03,318.44,11,Late
P0013620,L006128,2024-10-11,2038.26,0,On Time
P0013621,L007493,2023-08-05,1360.53,3,Late
P0013622,L004285,2023-02-07,2305.13,4,Late
P0013623,L005410,2026-05-22,557.12,0,On Time
P0013624,L000458,2025-07-11,282.47,18,Severely Late
P0013625,L007139,2025-05-04,2178.01,0,On Time
P0013626,L006331,2023-05-18,554.85,13,Late
P0013627,L005441,2023-06-17,789.94,5,Late
P0013628,L007676,2026-06-07,2197.01,0,On Time
P0013629,L004920,2024-12-21,403.6,12,Late
P0013630,L004648,2024-02-26,643.9,0,On Time
P0013631,L005349,2024-12-14,451.82,11,Late
P0013632,L003317,2023-10-12,819.25,0,On Time
P0013633,L007295,2023-08-13,773.99,0,On Time
P0013634,L000837,2024-02-09,448.9,9,Late
P0013635,L004483,2024-12-05,736.77,2,Late
P0013636,L001637,2024-11-08,1209.57,10,Late
P0013637,L002052,2025-01-11,1326.77,5,Late
P0013638,L001693,2026-03-04,993.57,0,On Time
P0013639,L000741,2025-05-10,995.88,4,Late
P0013640,L003882,2025-05-30,315.4,8,Late
P0013641,L000765,2026-01-03,1869.66,0,On Time
P0013642,L005186,2026-05-24,1035.61,8,Late
P0013643,L001339,2026-06-19,1993.68,1,Late
P0013644,L005859,2023-04-01,1182.1,2,Late
P0013645,L004283,2025-05-17,1580.42,7,Late
P0013646,L001790,2023-02-19,422.19,0,On Time
P0013647,L004214,2026-05-13,5687.26,0,On Time
P0013648,L001925,2025-03-25,1000.71,6,Late
P0013649,L001120,2023-11-07,1546.18,0,On Time
P0013650,L007631,2023-04-09,1235.55,9,Late
P0013651,L004101,2024-10-04,520.56,19,Severely Late
P0013652,L007824,2026-05-06,499.75,9,Late
P0013653,L001026,2025-05-13,867.56,19,Severely Late
P0013654,L005257,2023-02-23,445.83,0,On Time
P0013655,L001613,2025-11-27,2685.44,0,On Time
P0013656,L000595,2026-03-16,1091.98,4,Late
P0013657,L007251,2024-12-18,1973.72,13,Late
P0013658,L005724,2023-11-22,1341.22,1,Late
P0013659,L000092,2025-12-05,444.11,17,Severely Late
P0013660,L003199,2023-03-05,1145.0,29,Severely Late
P0013661,L004920,2024-09-28,1536.51,0,On Time
P0013662,L002799,2024-01-12,877.42,9,Late
P0013663,L003457,2026-07-01,461.23,15,Late
P0013664,L002569,2023-02-23,633.53,18,Severely Late
P0013665,L003473,2025-01-13,1064.7,0,On Time
P0013666,L007456,2025-06-27,1514.3,0,On Time
P0013667,L001261,2024-08-23,389.38,0,On Time
P0013668,L001897,2025-08-12,551.6,8,Late
P0013669,L003833,2023-09-02,1460.74,2,Late
P0013670,L001365,2025-02-08,400.53,16,Severely Late
P0013671,L000508,2024-04-12,795.35,9,Late
P0013672,L003135,2023-08-26,799.37,8,Late
P0013673,L000154,2023-10-17,1503.23,3,Late
P0013674,L005841,2025-10-05,1040.34,8,Late
P0013675,L005507,2025-03-22,798.94,4,Late
P0013676,L003254,2023-04-18,886.01,2,Late
P0013677,L001419,2026-03-18,975.34,0,On Time
P0013678,L003587,2025-02-20,935.84,6,Late
P0013679,L003315,2026-06-26,1666.64,15,Late
P0013680,L000963,2024-03-25,1389.44,0,On Time
P0013681,L006558,2023-08-15,895.43,0,On Time
P0013682,L003636,2025-07-10,1679.16,5,Late
P0013683,L000359,2024-01-10,3705.49,14,Late
P0013684,L007561,2024-09-07,1525.76,0,On Time
P0013685,L005948,2025-09-30,687.84,10,Late
P0013686,L007896,2023-05-02,344.88,0,On Time
P0013687,L004098,2026-01-11,576.9,16,Severely Late
P0013688,L004880,2023-10-16,872.34,0,On Time
P0013689,L003882,2023-08-31,3674.17,14,Late
P0013690,L004252,2024-01-01,672.2,12,Late
P0013691,L001550,2025-12-02,2354.79,26,Severely Late
P0013692,L003148,2024-06-28,1023.2,0,On Time
P0013693,L006999,2025-04-17,601.19,8,Late
P0013694,L001764,2024-12-26,428.26,4,Late
P0013695,L003568,2023-08-27,755.57,0,On Time
P0013696,L000665,2023-09-28,524.84,4,Late
P0013697,L003546,2025-12-26,505.69,23,Severely Late
P0013698,L006088,2025-02-12,362.61,0,On Time
P0013699,L005620,2025-05-15,586.41,0,On Time
P0013700,L005964,2023-03-25,501.41,1,Late
P0013701,L007807,2023-05-17,766.08,0,On Time
P0013702,L003038,2024-10-17,831.1,0,On Time
P0013703,L007010,2025-10-12,476.97,0,On Time
P0013704,L000457,2025-02-18,630.7,14,Late
P0013705,L006977,2025-04-14,756.35,3,Late
P0013706,L002161,2025-04-13,1251.59,0,On Time
P0013707,L004839,2026-03-19,1528.64,0,On Time
P0013708,L003184,2024-09-08,723.99,28,Severely Late
P0013709,L007163,2024-10-24,791.99,11,Late
P0013710,L003819,2023-02-13,442.09,0,On Time
P0013711,L007405,2023-02-24,745.7,0,On Time
P0013712,L006588,2026-02-09,406.17,21,Severely Late
P0013713,L005098,2023-08-24,1219.41,10,Late
P0013714,L002333,2025-10-25,390.66,0,On Time
P0013715,L003203,2023-08-24,999.8,0,On Time
P0013716,L004361,2023-06-20,575.38,12,Late
P0013717,L002119,2025-11-03,3999.95,11,Late
P0013718,L006202,2024-09-23,1265.03,9,Late
P0013719,L005551,2025-06-25,1221.38,4,Late
P0013720,L006469,2025-09-11,750.33,0,On Time
P0013721,L004611,2024-03-31,1831.9,16,Severely Late
P0013722,L000590,2025-03-12,946.87,4,Late
P0013723,L004242,2023-10-21,568.58,15,Late
P0013724,L007761,2023-06-24,1374.54,13,Late
P0013725,L007667,2024-07-17,836.35,9,Late
P0013726,L003695,2026-04-12,320.71,3,Late
P0013727,L002331,2025-04-15,454.0,1,Late
P0013728,L001289,2024-03-20,1941.73,2,Late
P0013729,L001045,2024-02-12,696.36,16,Severely Late
P0013730,L001574,2026-01-16,1384.98,0,On Time
P0013731,L002076,2025-02-01,365.79,2,Late
P0013732,L001576,2025-09-24,1652.4,8,Late
P0013733,L002109,2023-09-12,245.73,20,Severely Late
P0013734,L004572,2023-09-01,305.36,8,Late
P0013735,L002709,2023-07-25,321.0,4,Late
P0013736,L006663,2025-11-04,1007.77,0,On Time
P0013737,L001409,2023-04-11,994.37,26,Severely Late
P0013738,L005445,2025-05-15,478.02,2,Late
P0013739,L003286,2023-05-03,259.18,0,On Time
P0013740,L006751,2025-05-07,1818.4,12,Late
P0013741,L005167,2026-07-30,1054.03,7,Late
P0013742,L002478,2023-02-16,1154.62,0,On Time
P0013743,L002598,2024-07-24,984.63,4,Late
P0013744,L005327,2023-08-16,329.71,9,Late
P0013745,L004258,2025-12-20,684.52,10,Late
P0013746,L004051,2026-05-17,572.5,1,Late
P0013747,L002488,2024-12-29,455.18,8,Late
P0013748,L002386,2024-07-08,445.12,19,Severely Late
P0013749,L003898,2026-05-08,866.74,6,Late
P0013750,L005327,2023-10-16,1265.81,11,Late
P0013751,L006568,2023-08-07,771.7,1,Late
P0013752,L002740,2024-04-12,1240.6,0,On Time
P0013753,L001596,2026-02-25,1791.8,0,On Time
P0013754,L002889,2023-07-22,1213.89,0,On Time
P0013755,L005387,2024-11-30,1535.93,0,On Time
P0013756,L003398,2026-07-04,418.41,10,Late
P0013757,L007840,2023-06-08,592.27,9,Late
P0013758,L000892,2024-03-18,313.18,6,Late
P0013759,L006464,2023-10-21,666.95,0,On Time
P0013760,L004129,2024-02-25,189.43,23,Severely Late
P0013761,L005713,2025-04-30,1289.97,0,On Time
P0013762,L005304,2025-03-31,1340.83,0,On Time
P0013763,L000173,2024-03-13,410.33,0,On Time
P0013764,L001342,2023-10-07,937.34,0,On Time
P0013765,L005720,2026-02-20,1451.62,11,Late
P0013766,L003682,2025-10-13,1042.73,2,Late
P0013767,L006323,2024-04-19,367.94,0,On Time
P0013768,L001618,2026-04-30,788.78,9,Late
P0013769,L003521,2024-06-07,1427.84,0,On Time
P0013770,L002248,2024-09-20,339.32,0,On Time
P0013771,L007871,2024-03-03,492.35,0,On Time
P0013772,L005734,2025-02-08,1056.01,10,Late
P0013773,L004269,2023-07-18,1134.98,0,On Time
P0013774,L002140,2023-07-30,843.38,0,On Time
P0013775,L001037,2023-11-07,874.58,16,Severely Late
P0013776,L001572,2026-05-17,574.42,15,Late
P0013777,L007564,2025-03-12,678.79,6,Late
P0013778,L001848,2023-08-05,224.73,0,On Time
P0013779,L004929,2026-03-22,785.59,9,Late
P0013780,L000067,2025-08-20,1653.03,0,On Time
P0013781,L000070,2023-08-02,1483.95,0,On Time
P0013782,L001008,2023-11-10,1327.64,6,Late
P0013783,L000360,2023-10-24,474.86,23,Severely Late
P0013784,L003416,2023-09-21,1114.23,14,Late
P0013785,L002017,2025-04-01,438.59,16,Severely Late
P0013786,L000041,2025-09-06,1023.71,0,On Time
P0013787,L005476,2026-03-13,400.95,5,Late
P0013788,L006031,2025-08-23,230.55,14,Late
P0013789,L004692,2023-10-26,258.83,4,Late
P0013790,L002126,2024-10-14,1560.96,0,On Time
P0013791,L002167,2025-06-19,1490.67,0,On Time
P0013792,L003450,2023-08-15,751.49,0,On Time
P0013793,L007489,2026-07-02,363.08,9,Late
P0013794,L004670,2023-02-19,416.96,0,On Time
P0013795,L003862,2025-06-14,544.75,10,Late
P0013796,L004420,2023-05-17,2080.7,17,Severely Late
P0013797,L003445,2025-04-03,623.38,0,On Time
P0013798,L007252,2023-11-28,855.52,24,Severely Late
P0013799,L004814,2024-06-15,1481.7,6,Late
P0013800,L006706,2024-08-26,613.25,0,On Time
P0013801,L005072,2024-03-30,887.65,13,Late
P0013802,L000157,2023-10-12,1255.18,0,On Time
P0013803,L005107,2024-01-28,1083.0,25,Severely Late
P0013804,L003547,2024-10-23,1208.82,0,On Time
P0013805,L001574,2025-01-08,1064.48,0,On Time
P0013806,L004865,2025-01-15,548.52,12,Late
P0013807,L004483,2024-03-10,1150.52,8,Late
P0013808,L002171,2024-06-07,939.82,0,On Time
P0013809,L003450,2025-10-23,536.93,2,Late
P0013810,L004317,2023-12-28,408.38,7,Late
P0013811,L003392,2024-02-27,643.05,2,Late
P0013812,L002195,2025-09-11,1336.41,23,Severely Late
P0013813,L002339,2024-10-01,823.24,0,On Time
P0013814,L004878,2024-02-26,1920.95,8,Late
P0013815,L005145,2024-12-16,816.68,27,Severely Late
P0013816,L001395,2025-02-14,466.69,2,Late
P0013817,L006001,2024-11-11,783.1,0,On Time
P0013818,L006394,2023-05-26,1543.0,7,Late
P0013819,L000347,2024-08-25,1847.18,0,On Time
P0013820,L003193,2025-07-18,335.74,0,On Time
P0013821,L004102,2023-03-18,887.71,0,On Time
P0013822,L001932,2024-12-03,1146.34,0,On Time
P0013823,L004486,2024-06-17,213.2,13,Late
P0013824,L004968,2024-07-26,3700.59,5,Late
P0013825,L006062,2024-09-14,290.31,1,Late
P0013826,L000530,2024-08-07,273.87,4,Late
P0013827,L005471,2024-02-03,431.09,0,On Time
P0013828,L007754,2023-06-27,816.63,11,Late
P0013829,L004499,2023-10-02,221.35,9,Late
P0013830,L007896,2026-03-22,674.35,13,Late
P0013831,L002051,2025-01-03,142.7,0,On Time
P0013832,L002844,2024-03-21,561.11,0,On Time
P0013833,L002464,2023-10-19,996.49,9,Late
P0013834,L001258,2025-11-05,1510.23,13,Late
P0013835,L003333,2025-01-08,279.69,8,Late
P0013836,L001287,2026-06-20,329.01,1,Late
P0013837,L000133,2024-04-08,707.01,0,On Time
P0013838,L000461,2023-04-03,1477.78,1,Late
P0013839,L000463,2026-07-19,1827.72,0,On Time
P0013840,L000885,2025-05-13,883.77,0,On Time
P0013841,L004390,2023-05-11,426.48,3,Late
P0013842,L003203,2025-02-01,511.99,9,Late
P0013843,L007233,2023-10-20,329.44,0,On Time
P0013844,L006544,2025-08-02,1656.91,6,Late
P0013845,L003312,2023-08-26,911.11,13,Late
P0013846,L002969,2024-11-08,2011.25,4,Late
P0013847,L005262,2024-03-24,493.92,0,On Time
P0013848,L007322,2025-04-17,396.86,0,On Time
P0013849,L000973,2024-04-19,1624.9,1,Late
P0013850,L007964,2023-04-24,613.55,11,Late
P0013851,L001909,2025-08-31,636.75,0,On Time
P0013852,L000717,2024-07-12,2102.66,8,Late
P0013853,L002121,2025-09-04,956.8,1,Late
P0013854,L005643,2025-10-22,1714.91,8,Late
P0013855,L007016,2025-05-27,1114.53,2,Late
P0013856,L007270,2023-10-20,1364.89,2,Late
P0013857,L006716,2024-06-24,1940.87,26,Severely Late
P0013858,L000859,2026-05-28,433.79,9,Late
P0013859,L004821,2024-11-22,1436.15,9,Late
P0013860,L003977,2026-01-31,2382.51,0,On Time
P0013861,L007824,2025-01-04,525.66,5,Late
P0013862,L004672,2024-12-01,519.72,2,Late
P0013863,L007231,2026-06-06,3032.51,7,Late
P0013864,L007972,2024-10-07,635.17,0,On Time
P0013865,L007904,2025-02-11,1011.27,0,On Time
P0013866,L000124,2024-12-28,283.94,24,Severely Late
P0013867,L000775,2026-04-27,1140.89,6,Late
P0013868,L004577,2024-12-15,666.53,0,On Time
P0013869,L000401,2025-07-14,1137.34,0,On Time
P0013870,L005753,2023-12-20,784.09,0,On Time
P0013871,L004140,2023-02-13,1583.54,0,On Time
P0013872,L003373,2024-11-19,1494.01,0,On Time
P0013873,L005082,2024-02-27,925.89,3,Late
P0013874,L001901,2026-04-29,542.97,16,Severely Late
P0013875,L007545,2025-11-10,238.98,0,On Time
P0013876,L003477,2025-03-13,659.97,0,On Time
P0013877,L004577,2023-06-07,1346.53,0,On Time
P0013878,L000547,2025-09-01,762.92,0,On Time
P0013879,L005550,2023-05-13,951.26,0,On Time
P0013880,L000920,2025-02-23,796.53,4,Late
P0013881,L002781,2024-08-18,216.63,0,On Time
P0013882,L006873,2025-03-22,811.05,6,Late
P0013883,L002196,2026-06-01,869.28,6,Late
P0013884,L005592,2023-02-18,661.18,6,Late
P0013885,L007504,2023-05-02,1005.09,6,Late
P0013886,L000493,2024-04-10,271.56,0,On Time
P0013887,L005488,2025-12-28,358.67,3,Late
P0013888,L003162,2026-04-15,1105.0,0,On Time
P0013889,L001736,2023-08-06,823.25,0,On Time
P0013890,L001637,2023-05-11,2032.1,4,Late
P0013891,L001933,2025-01-13,1294.57,5,Late
P0013892,L006990,2024-01-26,2322.55,2,Late
P0013893,L002537,2024-02-18,2053.89,0,On Time
P0013894,L003028,2024-03-17,1004.92,4,Late
P0013895,L007326,2024-11-03,1861.92,21,Severely Late
